,city,customer_name,On Time,In Full,On Time In Full
30773,Vadodara,Rel Fresh,1,1,1
30774,Vadodara,Rel Fresh,1,1,1
30775,Surat,Info Stores,1,1,1
30776,Ahmedabad,Chiptec Stores,1,0,0
30777,Ahmedabad,Expert Mart,1,1,1
30778,Vadodara,Coolblue,0,0,0
30779,Vadodara,Coolblue,1,0,0
30780,Ahmedabad,Vijay Stores,0,1,0
30781,Vadodara,Coolblue,0,1,0
30782,Surat,Chiptec Stores,1,1,1
30783,Surat,Lotus Mart,0,1,0
30784,Vadodara,Lotus Mart,1,1,1
30785,Surat,Vijay Stores,1,1,1
30786,Surat,Vijay Stores,1,1,1
30787,Vadodara,Viveks Stores,1,1,1
30788,Surat,Info Stores,1,1,1
30789,Surat,Rel Fresh,1,1,1
30790,Ahmedabad,Logic Stores,1,1,1
30791,Surat,Info Stores,0,0,0
30792,Surat,Logic Stores,1,1,1
30793,Ahmedabad,Lotus Mart,0,1,0
30794,Vadodara,Coolblue,0,0,0
30795,Surat,Acclaimed Stores,0,0,0
30796,Surat,Chiptec Stores,1,1,1
30797,Ahmedabad,Coolblue,0,0,0
30798,Surat,Atlas Stores,1,1,1
30799,Surat,Vijay Stores,1,1,1
30800,Ahmedabad,Acclaimed Stores,0,1,0
30801,Vadodara,Viveks Stores,1,1,1
30802,Vadodara,Propel Mart,1,0,0
30803,Surat,Expression Stores,1,1,1
30804,Vadodara,Viveks Stores,0,0,0
30805,Ahmedabad,Coolblue,0,1,0
30806,Ahmedabad,Coolblue,0,0,0
30807,Ahmedabad,Chiptec Stores,1,1,1
30808,Surat,Viveks Stores,1,0,0
30809,Vadodara,Expert Mart,1,1,1
30810,Vadodara,Coolblue,0,0,0
30811,Vadodara,Elite Mart,1,0,0
30812,Vadodara,Elite Mart,1,1,1
30813,Ahmedabad,Lotus Mart,0,1,0
30814,Ahmedabad,Sorefoz Mart,1,0,0
30815,Ahmedabad,Vijay Stores,1,0,0
30816,Ahmedabad,Vijay Stores,0,1,0
30817,Surat,Chiptec Stores,1,1,1
30818,Ahmedabad,Expert Mart,1,0,0
30819,Ahmedabad,Chiptec Stores,1,0,0
30820,Ahmedabad,Atlas Stores,1,1,1
30821,Surat,Lotus Mart,0,1,0
30822,Vadodara,Expression Stores,1,1,1
30823,Vadodara,Expression Stores,1,1,1
30824,Surat,Logic Stores,1,1,1
30825,Surat,Logic Stores,1,1,1
30826,Surat,Propel Mart,1,0,0
30827,Vadodara,Sorefoz Mart,1,0,0
30828,Vadodara,Rel Fresh,1,0,0
30829,Vadodara,Acclaimed Stores,1,0,0
30830,Vadodara,Elite Mart,1,0,0
30831,Vadodara,Lotus Mart,1,1,1
30832,Vadodara,Lotus Mart,1,1,1
30833,Surat,Expression Stores,0,0,0
30834,Surat,Lotus Mart,0,1,0
30835,Surat,Lotus Mart,1,1,1
30836,Surat,Vijay Stores,1,0,0
30837,Ahmedabad,Lotus Mart,0,0,0
30838,Surat,Logic Stores,1,1,1
30839,Vadodara,Rel Fresh,1,1,1
30840,Surat,Viveks Stores,1,0,0
30841,Surat,Rel Fresh,0,1,0
30842,Ahmedabad,Rel Fresh,1,0,0
30843,Vadodara,Acclaimed Stores,0,1,0
30844,Ahmedabad,Expert Mart,1,1,1
30845,Ahmedabad,Expert Mart,0,0,0
30846,Vadodara,Propel Mart,0,0,0
30847,Ahmedabad,Atlas Stores,1,0,0
30848,Ahmedabad,Atlas Stores,1,0,0
30849,Ahmedabad,Acclaimed Stores,1,1,1
30850,Surat,Acclaimed Stores,0,0,0
30851,Vadodara,Expert Mart,1,1,1
30852,Ahmedabad,Coolblue,0,0,0
30853,Ahmedabad,Elite Mart,1,0,0
30854,Surat,Logic Stores,0,1,0
30855,Ahmedabad,Rel Fresh,1,1,1
30856,Ahmedabad,Lotus Mart,1,0,0
30857,Vadodara,Sorefoz Mart,1,0,0
30858,Vadodara,Sorefoz Mart,1,1,1
30859,Ahmedabad,Sorefoz Mart,1,1,1
30860,Surat,Vijay Stores,1,1,1
30861,Ahmedabad,Vijay Stores,1,1,1
30862,Ahmedabad,Vijay Stores,1,1,1
30863,Vadodara,Coolblue,0,0,0
30864,Ahmedabad,Expert Mart,1,0,0
30865,Vadodara,Expert Mart,1,1,1
30866,Surat,Lotus Mart,0,0,0
30867,Surat,Lotus Mart,0,0,0
30868,Surat,Chiptec Stores,1,1,1
30869,Surat,Chiptec Stores,1,1,1
30870,Surat,Rel Fresh,0,1,0
30871,Surat,Expression Stores,1,0,0
30872,Ahmedabad,Expert Mart,1,1,1
30873,Ahmedabad,Expert Mart,1,1,1
30874,Vadodara,Info Stores,1,0,0
30875,Surat,Logic Stores,1,0,0
30876,Surat,Vijay Stores,1,0,0
30877,Surat,Propel Mart,1,0,0
30878,Ahmedabad,Logic Stores,1,1,1
30879,Ahmedabad,Sorefoz Mart,1,0,0
30880,Vadodara,Expression Stores,1,0,0
30881,Vadodara,Propel Mart,1,1,1
30882,Vadodara,Propel Mart,1,1,1
30883,Surat,Info Stores,1,1,1
30884,Ahmedabad,Lotus Mart,0,1,0
30885,Surat,Chiptec Stores,1,1,1
30886,Surat,Chiptec Stores,1,1,1
30887,Surat,Viveks Stores,0,0,0
30888,Vadodara,Info Stores,1,0,0
30889,Vadodara,Sorefoz Mart,0,0,0
30890,Ahmedabad,Rel Fresh,1,1,1
30891,Vadodara,Expression Stores,1,0,0
30892,Ahmedabad,Coolblue,0,1,0
30893,Ahmedabad,Coolblue,0,0,0
30894,Surat,Info Stores,1,1,1
30895,Vadodara,Vijay Stores,1,0,0
30896,Vadodara,Vijay Stores,0,0,0
30897,Surat,Atlas Stores,1,1,1
30898,Vadodara,Expert Mart,1,1,1
30899,Vadodara,Propel Mart,1,1,1
30900,Vadodara,Rel Fresh,0,0,0
30901,Vadodara,Viveks Stores,1,0,0
30902,Surat,Atlas Stores,1,1,1
30903,Ahmedabad,Acclaimed Stores,0,0,0
30904,Ahmedabad,Acclaimed Stores,0,1,0
30905,Ahmedabad,Chiptec Stores,0,1,0
30906,Surat,Lotus Mart,0,0,0
30907,Ahmedabad,Elite Mart,0,1,0
30908,Ahmedabad,Lotus Mart,0,0,0
30909,Ahmedabad,Lotus Mart,0,0,0
30910,Vadodara,Sorefoz Mart,1,1,1
30911,Vadodara,Elite Mart,1,0,0
30912,Vadodara,Elite Mart,1,1,1
30913,Surat,Rel Fresh,0,1,0
30914,Surat,Viveks Stores,1,1,1
30915,Surat,Expression Stores,1,1,1
30916,Ahmedabad,Propel Mart,1,1,1
30917,Ahmedabad,Expert Mart,0,0,0
30918,Ahmedabad,Expert Mart,0,1,0
30919,Vadodara,Coolblue,0,0,0
30920,Vadodara,Coolblue,0,0,0
30921,Vadodara,Lotus Mart,0,1,0
30922,Vadodara,Info Stores,1,1,1
30923,Vadodara,Propel Mart,1,1,1
30924,Surat,Rel Fresh,0,0,0
30925,Ahmedabad,Acclaimed Stores,0,0,0
30926,Vadodara,Rel Fresh,1,0,0
30927,Surat,Atlas Stores,1,1,1
30928,Ahmedabad,Elite Mart,1,1,1
30929,Ahmedabad,Rel Fresh,1,1,1
30930,Ahmedabad,Logic Stores,1,1,1
30931,Ahmedabad,Logic Stores,1,0,0
30932,Ahmedabad,Chiptec Stores,1,0,0
30933,Surat,Info Stores,1,1,1
30934,Ahmedabad,Rel Fresh,1,1,1
30935,Ahmedabad,Sorefoz Mart,1,0,0
30936,Ahmedabad,Sorefoz Mart,1,1,1
30937,Surat,Acclaimed Stores,0,1,0
30938,Vadodara,Propel Mart,1,1,1
30939,Vadodara,Expert Mart,1,1,1
30940,Vadodara,Expression Stores,1,0,0
30941,Vadodara,Expression Stores,0,1,0
30942,Ahmedabad,Coolblue,0,0,0
30943,Vadodara,Lotus Mart,0,1,0
30944,Vadodara,Viveks Stores,1,0,0
30945,Surat,Logic Stores,1,1,1
30946,Vadodara,Info Stores,1,1,1
30947,Vadodara,Info Stores,0,0,0
30948,Vadodara,Elite Mart,0,0,0
30949,Ahmedabad,Vijay Stores,1,1,1
30950,Surat,Viveks Stores,1,1,1
30951,Surat,Propel Mart,1,1,1
30952,Ahmedabad,Logic Stores,1,1,1
30953,Vadodara,Rel Fresh,1,1,1
30954,Vadodara,Propel Mart,1,0,0
30955,Vadodara,Acclaimed Stores,1,0,0
30956,Surat,Rel Fresh,0,1,0
30957,Ahmedabad,Expert Mart,0,1,0
30958,Vadodara,Expert Mart,1,1,1
30959,Ahmedabad,Sorefoz Mart,1,1,1
30960,Ahmedabad,Lotus Mart,0,0,0
30961,Ahmedabad,Lotus Mart,0,1,0
30962,Ahmedabad,Coolblue,0,1,0
30963,Surat,Info Stores,1,1,1
30964,Ahmedabad,Expert Mart,1,1,1
30965,Ahmedabad,Acclaimed Stores,0,1,0
30966,Ahmedabad,Acclaimed Stores,0,1,0
30967,Ahmedabad,Lotus Mart,0,1,0
30968,Ahmedabad,Vijay Stores,1,0,0
30969,Ahmedabad,Elite Mart,1,1,1
30970,Ahmedabad,Elite Mart,0,1,0
30971,Vadodara,Vijay Stores,0,0,0
30972,Vadodara,Vijay Stores,1,0,0
30973,Surat,Viveks Stores,1,1,1
30974,Surat,Atlas Stores,1,1,1
30975,Vadodara,Elite Mart,1,0,0
30976,Ahmedabad,Sorefoz Mart,1,0,0
30977,Surat,Acclaimed Stores,0,0,0
30978,Surat,Acclaimed Stores,0,0,0
30979,Vadodara,Viveks Stores,1,1,1
30980,Vadodara,Viveks Stores,1,1,1
30981,Ahmedabad,Logic Stores,1,1,1
30982,Ahmedabad,Elite Mart,1,1,1
30983,Ahmedabad,Elite Mart,1,1,1
30984,Ahmedabad,Sorefoz Mart,0,1,0
30985,Surat,Lotus Mart,0,1,0
30986,Vadodara,Propel Mart,1,1,1
30987,Vadodara,Propel Mart,1,1,1
30988,Ahmedabad,Expert Mart,1,1,1
30989,Surat,Chiptec Stores,1,1,1
30990,Surat,Vijay Stores,0,1,0
30991,Vadodara,Expression Stores,0,1,0
30992,Vadodara,Expression Stores,1,1,1
30993,Ahmedabad,Vijay Stores,1,1,1
30994,Ahmedabad,Propel Mart,1,1,1
30995,Surat,Atlas Stores,0,1,0
30996,Ahmedabad,Rel Fresh,1,1,1
30997,Surat,Expression Stores,1,0,0
30998,Vadodara,Viveks Stores,1,0,0
30999,Vadodara,Expression Stores,1,1,1
31000,Vadodara,Propel Mart,1,1,1
31001,Surat,Info Stores,1,0,0
31002,Surat,Chiptec Stores,0,0,0
31003,Ahmedabad,Coolblue,0,0,0
31004,Ahmedabad,Coolblue,0,1,0
31005,Vadodara,Acclaimed Stores,0,1,0
31006,Ahmedabad,Elite Mart,1,1,1
31007,Ahmedabad,Elite Mart,1,1,1
31008,Surat,Atlas Stores,1,1,1
31009,Vadodara,Info Stores,0,1,0
31010,Surat,Viveks Stores,0,1,0
31011,Vadodara,Coolblue,0,0,0
31012,Ahmedabad,Acclaimed Stores,0,1,0
31013,Ahmedabad,Acclaimed Stores,0,0,0
31014,Surat,Rel Fresh,1,1,1
31015,Surat,Vijay Stores,1,0,0
31016,Vadodara,Expression Stores,1,1,1
31017,Vadodara,Sorefoz Mart,1,0,0
31018,Ahmedabad,Coolblue,0,1,0
31019,Ahmedabad,Logic Stores,1,1,1
31020,Vadodara,Elite Mart,1,0,0
31021,Vadodara,Elite Mart,1,1,1
31022,Surat,Chiptec Stores,1,1,1
31023,Vadodara,Vijay Stores,1,1,1
31024,Vadodara,Vijay Stores,1,1,1
31025,Vadodara,Coolblue,1,0,0
31026,Vadodara,Propel Mart,1,1,1
31027,Ahmedabad,Vijay Stores,1,1,1
31028,Vadodara,Expert Mart,1,1,1
31029,Surat,Acclaimed Stores,0,0,0
31030,Vadodara,Lotus Mart,0,1,0
31031,Ahmedabad,Elite Mart,1,1,1
31032,Vadodara,Expert Mart,1,1,1
31033,Ahmedabad,Coolblue,0,0,0
31034,Ahmedabad,Vijay Stores,1,1,1
31035,Vadodara,Viveks Stores,1,1,1
31036,Vadodara,Viveks Stores,1,1,1
31037,Ahmedabad,Rel Fresh,1,1,1
31038,Vadodara,Rel Fresh,0,0,0
31039,Surat,Expression Stores,1,1,1
31040,Vadodara,Acclaimed Stores,0,1,0
31041,Vadodara,Lotus Mart,0,1,0
31042,Surat,Propel Mart,1,1,1
31043,Vadodara,Vijay Stores,1,0,0
31044,Vadodara,Vijay Stores,1,0,0
31045,Ahmedabad,Lotus Mart,0,0,0
31046,Surat,Lotus Mart,0,1,0
31047,Ahmedabad,Acclaimed Stores,0,0,0
31048,Vadodara,Info Stores,1,0,0
31049,Surat,Logic Stores,1,1,1
31050,Ahmedabad,Atlas Stores,1,1,1
31051,Vadodara,Rel Fresh,1,1,1
31052,Surat,Lotus Mart,1,1,1
31053,Vadodara,Expert Mart,1,1,1
31054,Vadodara,Expert Mart,1,0,0
31055,Vadodara,Lotus Mart,1,1,1
31056,Vadodara,Lotus Mart,0,1,0
31057,Ahmedabad,Lotus Mart,0,1,0
31058,Vadodara,Viveks Stores,1,1,1
31059,Vadodara,Elite Mart,1,0,0
31060,Surat,Info Stores,1,0,0
31061,Ahmedabad,Rel Fresh,1,0,0
31062,Ahmedabad,Rel Fresh,0,1,0
31063,Ahmedabad,Propel Mart,1,0,0
31064,Ahmedabad,Sorefoz Mart,1,1,1
31065,Ahmedabad,Elite Mart,1,1,1
31066,Ahmedabad,Atlas Stores,1,1,1
31067,Surat,Chiptec Stores,0,1,0
31068,Vadodara,Elite Mart,1,0,0
31069,Vadodara,Propel Mart,1,0,0
31070,Vadodara,Propel Mart,1,0,0
31071,Ahmedabad,Logic Stores,1,1,1
31072,Ahmedabad,Lotus Mart,0,0,0
31073,Surat,Info Stores,1,0,0
31074,Vadodara,Info Stores,0,0,0
31075,Surat,Logic Stores,1,0,0
31076,Ahmedabad,Coolblue,1,1,1
31077,Ahmedabad,Coolblue,1,0,0
31078,Vadodara,Lotus Mart,0,0,0
31079,Vadodara,Lotus Mart,0,1,0
31080,Vadodara,Vijay Stores,1,1,1
31081,Surat,Rel Fresh,1,1,1
31082,Ahmedabad,Logic Stores,1,1,1
31083,Ahmedabad,Vijay Stores,1,0,0
31084,Surat,Info Stores,1,1,1
31085,Vadodara,Sorefoz Mart,1,1,1
31086,Surat,Propel Mart,0,1,0
31087,Surat,Logic Stores,1,1,1
31088,Surat,Lotus Mart,0,0,0
31089,Ahmedabad,Lotus Mart,0,0,0
31090,Ahmedabad,Lotus Mart,0,0,0
31091,Vadodara,Expert Mart,1,0,0
31092,Surat,Acclaimed Stores,0,1,0
31093,Surat,Acclaimed Stores,1,0,0
31094,Surat,Viveks Stores,1,1,1
31095,Ahmedabad,Sorefoz Mart,1,1,1
31096,Vadodara,Propel Mart,1,0,0
31097,Vadodara,Elite Mart,0,1,0
31098,Vadodara,Elite Mart,1,0,0
31099,Ahmedabad,Expert Mart,1,1,1
31100,Ahmedabad,Acclaimed Stores,0,1,0
31101,Vadodara,Sorefoz Mart,1,1,1
31102,Ahmedabad,Expert Mart,0,1,0
31103,Surat,Rel Fresh,1,1,1
31104,Surat,Chiptec Stores,1,0,0
31105,Ahmedabad,Rel Fresh,1,1,1
31106,Ahmedabad,Rel Fresh,0,1,0
31107,Surat,Expression Stores,1,1,1
31108,Ahmedabad,Propel Mart,1,1,1
31109,Ahmedabad,Expert Mart,1,0,0
31110,Vadodara,Coolblue,0,1,0
31111,Ahmedabad,Sorefoz Mart,1,0,0
31112,Vadodara,Propel Mart,1,1,1
31113,Surat,Rel Fresh,1,1,1
31114,Ahmedabad,Acclaimed Stores,1,1,1
31115,Surat,Chiptec Stores,1,0,0
31116,Ahmedabad,Coolblue,0,1,0
31117,Ahmedabad,Atlas Stores,1,1,1
31118,Surat,Vijay Stores,1,1,1
31119,Surat,Expression Stores,1,0,0
31120,Ahmedabad,Elite Mart,0,1,0
31121,Vadodara,Vijay Stores,1,1,1
31122,Ahmedabad,Vijay Stores,1,1,1
31123,Ahmedabad,Chiptec Stores,1,1,1
31124,Vadodara,Lotus Mart,0,0,0
31125,Vadodara,Acclaimed Stores,1,0,0
31126,Ahmedabad,Sorefoz Mart,1,0,0
31127,Ahmedabad,Sorefoz Mart,1,0,0
31128,Ahmedabad,Elite Mart,1,1,1
31129,Vadodara,Propel Mart,0,1,0
31130,Vadodara,Vijay Stores,1,0,0
31131,Surat,Rel Fresh,1,1,1
31132,Vadodara,Expert Mart,1,1,1
31133,Ahmedabad,Coolblue,0,1,0
31134,Surat,Vijay Stores,1,0,0
31135,Surat,Chiptec Stores,1,1,1
31136,Vadodara,Lotus Mart,0,1,0
31137,Surat,Atlas Stores,1,1,1
31138,Surat,Logic Stores,0,1,0
31139,Vadodara,Info Stores,1,0,0
31140,Surat,Expression Stores,1,1,1
31141,Ahmedabad,Lotus Mart,0,0,0
31142,Surat,Propel Mart,1,0,0
31143,Vadodara,Rel Fresh,1,0,0
31144,Surat,Viveks Stores,1,1,1
31145,Surat,Viveks Stores,1,1,1
31146,Ahmedabad,Propel Mart,1,1,1
31147,Surat,Propel Mart,1,1,1
31148,Surat,Chiptec Stores,1,0,0
31149,Surat,Logic Stores,1,0,0
31150,Vadodara,Sorefoz Mart,1,1,1
31151,Surat,Expression Stores,1,1,1
31152,Surat,Expression Stores,1,0,0
31153,Ahmedabad,Logic Stores,0,1,0
31154,Vadodara,Viveks Stores,1,1,1
31155,Ahmedabad,Chiptec Stores,1,0,0
31156,Ahmedabad,Expert Mart,1,0,0
31157,Ahmedabad,Atlas Stores,1,1,1
31158,Ahmedabad,Sorefoz Mart,1,0,0
31159,Ahmedabad,Lotus Mart,0,1,0
31160,Ahmedabad,Rel Fresh,1,1,1
31161,Vadodara,Expression Stores,0,0,0
31162,Vadodara,Info Stores,0,0,0
31163,Vadodara,Info Stores,1,1,1
31164,Ahmedabad,Coolblue,0,0,0
31165,Vadodara,Coolblue,0,0,0
31166,Ahmedabad,Expert Mart,1,1,1
31167,Surat,Expression Stores,1,1,1
31168,Surat,Lotus Mart,0,1,0
31169,Surat,Chiptec Stores,0,1,0
31170,Ahmedabad,Rel Fresh,1,1,1
31171,Ahmedabad,Lotus Mart,0,0,0
31172,Ahmedabad,Vijay Stores,1,1,1
31173,Ahmedabad,Elite Mart,1,1,1
31174,Vadodara,Propel Mart,1,1,1
31175,Vadodara,Vijay Stores,1,0,0
31176,Vadodara,Vijay Stores,1,0,0
31177,Vadodara,Viveks Stores,1,1,1
31178,Ahmedabad,Atlas Stores,0,1,0
31179,Surat,Logic Stores,1,1,1
31180,Vadodara,Rel Fresh,0,0,0
31181,Vadodara,Acclaimed Stores,0,1,0
31182,Vadodara,Expert Mart,1,1,1
31183,Surat,Vijay Stores,1,1,1
31184,Vadodara,Lotus Mart,0,0,0
31185,Vadodara,Lotus Mart,0,1,0
31186,Vadodara,Viveks Stores,1,1,1
31187,Surat,Viveks Stores,1,1,1
31188,Surat,Viveks Stores,0,1,0
31189,Surat,Info Stores,1,0,0
31190,Surat,Info Stores,1,0,0
31191,Vadodara,Acclaimed Stores,0,1,0
31192,Surat,Rel Fresh,1,1,1
31193,Surat,Lotus Mart,0,1,0
31194,Ahmedabad,Coolblue,0,1,0
31195,Vadodara,Elite Mart,1,0,0
31196,Surat,Chiptec Stores,1,1,1
31197,Vadodara,Coolblue,0,0,0
31198,Surat,Vijay Stores,1,0,0
31199,Vadodara,Vijay Stores,1,0,0
31200,Vadodara,Expression Stores,1,1,1
31201,Surat,Atlas Stores,1,1,1
31202,Vadodara,Expert Mart,1,1,1
31203,Vadodara,Expert Mart,1,1,1
31204,Surat,Expression Stores,1,1,1
31205,Vadodara,Viveks Stores,1,1,1
31206,Surat,Expression Stores,1,1,1
31207,Ahmedabad,Sorefoz Mart,1,0,0
31208,Ahmedabad,Rel Fresh,1,1,1
31209,Surat,Propel Mart,0,1,0
31210,Ahmedabad,Acclaimed Stores,1,0,0
31211,Surat,Lotus Mart,0,1,0
31212,Ahmedabad,Atlas Stores,0,0,0
31213,Ahmedabad,Atlas Stores,0,1,0
31214,Vadodara,Elite Mart,1,0,0
31215,Surat,Acclaimed Stores,0,0,0
31216,Vadodara,Acclaimed Stores,1,1,1
31217,Surat,Atlas Stores,1,1,1
31218,Ahmedabad,Logic Stores,1,1,1
31219,Surat,Viveks Stores,1,1,1
31220,Surat,Viveks Stores,1,1,1
31221,Surat,Rel Fresh,0,1,0
31222,Vadodara,Acclaimed Stores,0,1,0
31223,Vadodara,Acclaimed Stores,0,1,0
31224,Vadodara,Acclaimed Stores,0,1,0
31225,Vadodara,Sorefoz Mart,1,1,1
31226,Vadodara,Rel Fresh,1,1,1
31227,Vadodara,Rel Fresh,1,1,1
31228,Ahmedabad,Elite Mart,1,1,1
31229,Ahmedabad,Elite Mart,1,1,1
31230,Surat,Chiptec Stores,1,0,0
31231,Surat,Logic Stores,1,1,1
31232,Ahmedabad,Atlas Stores,1,0,0
31233,Vadodara,Vijay Stores,1,1,1
31234,Ahmedabad,Expert Mart,1,0,0
31235,Ahmedabad,Expert Mart,1,1,1
31236,Ahmedabad,Rel Fresh,1,0,0
31237,Ahmedabad,Vijay Stores,1,1,1
31238,Ahmedabad,Vijay Stores,0,1,0
31239,Surat,Expression Stores,1,1,1
31240,Surat,Acclaimed Stores,0,0,0
31241,Surat,Acclaimed Stores,0,0,0
31242,Ahmedabad,Propel Mart,1,1,1
31243,Vadodara,Viveks Stores,1,1,1
31244,Surat,Acclaimed Stores,1,0,0
31245,Surat,Acclaimed Stores,0,1,0
31246,Surat,Chiptec Stores,1,1,1
31247,Vadodara,Elite Mart,1,0,0
31248,Vadodara,Sorefoz Mart,0,0,0
31249,Ahmedabad,Logic Stores,1,1,1
31250,Surat,Propel Mart,1,1,1
31251,Surat,Info Stores,1,1,1
31252,Surat,Info Stores,1,1,1
31253,Surat,Info Stores,1,0,0
31254,Ahmedabad,Lotus Mart,0,0,0
31255,Surat,Lotus Mart,0,1,0
31256,Vadodara,Propel Mart,0,0,0
31257,Surat,Atlas Stores,1,0,0
31258,Surat,Logic Stores,0,0,0
31259,Surat,Vijay Stores,1,0,0
31260,Surat,Propel Mart,1,1,1
31261,Vadodara,Propel Mart,1,1,1
31262,Vadodara,Propel Mart,1,1,1
31263,Ahmedabad,Coolblue,1,1,1
31264,Ahmedabad,Coolblue,0,1,0
31265,Ahmedabad,Coolblue,0,1,0
31266,Ahmedabad,Acclaimed Stores,0,0,0
31267,Vadodara,Expert Mart,1,0,0
31268,Vadodara,Elite Mart,1,0,0
31269,Vadodara,Sorefoz Mart,1,1,1
31270,Vadodara,Expression Stores,1,0,0
31271,Surat,Expression Stores,1,1,1
31272,Surat,Expression Stores,1,1,1
31273,Ahmedabad,Sorefoz Mart,1,0,0
31274,Vadodara,Rel Fresh,1,1,1
31275,Surat,Info Stores,1,0,0
31276,Ahmedabad,Logic Stores,0,1,0
31277,Ahmedabad,Logic Stores,1,1,1
31278,Vadodara,Coolblue,0,0,0
31279,Ahmedabad,Propel Mart,1,0,0
31280,Vadodara,Expert Mart,1,0,0
31281,Vadodara,Coolblue,0,1,0
31282,Surat,Chiptec Stores,1,1,1
31283,Vadodara,Propel Mart,0,1,0
31284,Vadodara,Sorefoz Mart,1,1,1
31285,Vadodara,Viveks Stores,1,1,1
31286,Surat,Info Stores,1,0,0
31287,Surat,Atlas Stores,0,1,0
31288,Ahmedabad,Acclaimed Stores,0,0,0
31289,Ahmedabad,Acclaimed Stores,0,1,0
31290,Surat,Logic Stores,1,0,0
31291,Vadodara,Acclaimed Stores,0,1,0
31292,Vadodara,Rel Fresh,1,0,0
31293,Vadodara,Rel Fresh,0,1,0
31294,Vadodara,Vijay Stores,1,0,0
31295,Surat,Expression Stores,1,1,1
31296,Ahmedabad,Chiptec Stores,1,1,1
31297,Ahmedabad,Chiptec Stores,1,1,1
31298,Vadodara,Acclaimed Stores,0,1,0
31299,Vadodara,Expression Stores,1,1,1
31300,Surat,Lotus Mart,1,0,0
31301,Vadodara,Expert Mart,1,1,1
31302,Surat,Acclaimed Stores,0,1,0
31303,Surat,Viveks Stores,0,1,0
31304,Surat,Chiptec Stores,1,0,0
31305,Ahmedabad,Sorefoz Mart,1,0,0
31306,Ahmedabad,Rel Fresh,1,1,1
31307,Vadodara,Viveks Stores,1,0,0
31308,Vadodara,Propel Mart,1,1,1
31309,Ahmedabad,Elite Mart,1,1,1
31310,Surat,Atlas Stores,1,0,0
31311,Surat,Acclaimed Stores,0,1,0
31312,Vadodara,Info Stores,1,0,0
31313,Surat,Chiptec Stores,1,1,1
31314,Ahmedabad,Logic Stores,1,0,0
31315,Surat,Lotus Mart,0,1,0
31316,Vadodara,Acclaimed Stores,0,0,0
31317,Vadodara,Viveks Stores,1,1,1
31318,Surat,Logic Stores,0,1,0
31319,Vadodara,Expression Stores,1,1,1
31320,Ahmedabad,Coolblue,0,1,0
31321,Ahmedabad,Atlas Stores,1,1,1
31322,Ahmedabad,Chiptec Stores,1,1,1
31323,Ahmedabad,Chiptec Stores,1,1,1
31324,Surat,Info Stores,0,0,0
31325,Ahmedabad,Sorefoz Mart,1,0,0
31326,Ahmedabad,Sorefoz Mart,1,0,0
31327,Vadodara,Expert Mart,1,1,1
31328,Vadodara,Expert Mart,0,1,0
31329,Surat,Chiptec Stores,0,1,0
31330,Ahmedabad,Chiptec Stores,1,1,1
31331,Surat,Viveks Stores,1,0,0
31332,Surat,Viveks Stores,1,1,1
31333,Surat,Viveks Stores,1,1,1
31334,Surat,Lotus Mart,0,1,0
31335,Vadodara,Propel Mart,1,1,1
31336,Ahmedabad,Elite Mart,0,1,0
31337,Vadodara,Expression Stores,1,1,1
31338,Surat,Propel Mart,1,0,0
31339,Surat,Propel Mart,1,0,0
31340,Surat,Vijay Stores,1,1,1
31341,Surat,Info Stores,1,0,0
31342,Ahmedabad,Coolblue,0,1,0
31343,Ahmedabad,Propel Mart,1,1,1
31344,Ahmedabad,Propel Mart,0,1,0
31345,Surat,Expression Stores,1,1,1
31346,Ahmedabad,Logic Stores,1,1,1
31347,Ahmedabad,Vijay Stores,0,0,0
31348,Vadodara,Coolblue,0,0,0
31349,Surat,Vijay Stores,1,1,1
31350,Surat,Vijay Stores,1,1,1
31351,Ahmedabad,Lotus Mart,0,0,0
31352,Surat,Logic Stores,0,0,0
31353,Surat,Logic Stores,0,1,0
31354,Ahmedabad,Chiptec Stores,1,1,1
31355,Ahmedabad,Coolblue,1,1,1
31356,Surat,Viveks Stores,1,0,0
31357,Ahmedabad,Propel Mart,1,1,1
31358,Ahmedabad,Atlas Stores,1,1,1
31359,Surat,Expression Stores,1,1,1
31360,Vadodara,Expression Stores,1,1,1
31361,Ahmedabad,Propel Mart,1,1,1
31362,Ahmedabad,Acclaimed Stores,0,1,0
31363,Vadodara,Acclaimed Stores,0,1,0
31364,Ahmedabad,Elite Mart,1,1,1
31365,Surat,Logic Stores,1,0,0
31366,Surat,Logic Stores,1,1,1
31367,Vadodara,Elite Mart,1,0,0
31368,Vadodara,Sorefoz Mart,1,1,1
31369,Surat,Atlas Stores,0,1,0
31370,Surat,Rel Fresh,0,1,0
31371,Ahmedabad,Expert Mart,1,1,1
31372,Vadodara,Info Stores,1,1,1
31373,Ahmedabad,Vijay Stores,1,1,1
31374,Vadodara,Coolblue,1,0,0
31375,Vadodara,Info Stores,1,1,1
31376,Ahmedabad,Elite Mart,1,0,0
31377,Vadodara,Viveks Stores,1,1,1
31378,Vadodara,Viveks Stores,1,1,1
31379,Surat,Vijay Stores,0,1,0
31380,Surat,Propel Mart,1,1,1
31381,Ahmedabad,Logic Stores,1,1,1
31382,Vadodara,Propel Mart,0,1,0
31383,Ahmedabad,Chiptec Stores,1,1,1
31384,Surat,Viveks Stores,0,1,0
31385,Surat,Info Stores,1,0,0
